"Nombre","Fecha","Tipo","Horario","FormatoImagen","FormatoIdioma","Cine"
"Mufasa: El Rey León",2025-03-12,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-12,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-12,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-12,"4D","21:30","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-12,"3D","14:00","3D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-12,"3D","19:30","3D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-12,"3D","22:10","3D","Español","Las Tipas"
"Bridget Jones: Loca por él",2025-03-12,"2D","19:20","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-12,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-12,"4D","15:20","4D","Español","Las Tipas"
"Mickey 17",2025-03-12,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-12,"2D","22:00","2D","Español","Las Tipas"
"Yo antes de ti",2025-03-12,"2D","22:10","2D","Español","Las Tipas"
"Mickey 17",2025-03-12,"4D","18:00","4D","Español","Las Tipas"
"Mickey 17",2025-03-12,"4D","21:00","4D","Español","Las Tipas"
"Dog Man",2025-03-12,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-12,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-12,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-12,"2D","14:10","2D","Español","Las Tipas"
"SONIC 3",2025-03-12,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-12,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-13,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-13,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-13,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-13,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-13,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-13,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-13,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-13,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-13,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-13,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-13,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-13,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-13,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-13,"2D SUB","21:50","2D","Subtitulado","Las Tipas"
"Presencia",2025-03-13,"2D","21:40","2D","Español","Las Tipas"
"El señor de los anillos: La comunidad del ani",2025-03-13,"2D SUB","21:00","2D","Subtitulado","Las Tipas"
"Novocaine sin dolor",2025-03-13,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-13,"2D SUB","22:20","2D","Subtitulado","Las Tipas"
"Bridget Jones: Loca por él",2025-03-13,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-13,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-13,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-13,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-13,"4D SUB","21:00","4D","Subtitulado","Las Tipas"
"Mickey 17",2025-03-13,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-13,"2D","22:00","2D","Español","Las Tipas"
"Dog Man",2025-03-13,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-13,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-13,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-13,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-13,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-14,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-14,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-14,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-14,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-14,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-14,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-14,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-14,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-14,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-14,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-14,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-14,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-14,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-14,"2D","21:50","2D","Español","Las Tipas"
"Presencia",2025-03-14,"2D SUB","21:40","2D","Subtitulado","Las Tipas"
"El señor de los anillos: Las dos torres",2025-03-14,"2D","21:00","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-14,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-14,"2D","22:20","2D","Español","Las Tipas"
"Bridget Jones: Loca por él",2025-03-14,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-14,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-14,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-14,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-14,"4D","21:00","4D","Español","Las Tipas"
"Mickey 17",2025-03-14,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-14,"2D SUB","22:00","2D","Subtitulado","Las Tipas"
"Dog Man",2025-03-14,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-14,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-14,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-14,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-14,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-15,"4D","12:30","4D","Español","Las Tipas"
"Moana 2",2025-03-15,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-15,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-15,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-15,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-15,"2D","13:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-15,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-15,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-15,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-15,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-15,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-15,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-15,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-15,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-15,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-15,"2D","21:50","2D","Español","Las Tipas"
"Presencia",2025-03-15,"2D","21:40","2D","Español","Las Tipas"
"El señor de los anillos: El retorno del rey",2025-03-15,"2D","21:00","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-15,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-15,"2D","22:20","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-15,"3D","14:00","3D","Español","Las Tipas"
"Bridget Jones: Loca por él",2025-03-15,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-15,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-15,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-15,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-15,"4D","21:00","4D","Español","Las Tipas"
"Mickey 17",2025-03-15,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-15,"2D","22:00","2D","Español","Las Tipas"
"Dog Man",2025-03-15,"2D","13:10","2D","Español","Las Tipas"
"Dog Man",2025-03-15,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-15,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-15,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-15,"2D","14:10","2D","Español","Las Tipas"
"SONIC 3",2025-03-15,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-15,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-16,"4D","12:30","4D","Español","Las Tipas"
"Moana 2",2025-03-16,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-16,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-16,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-16,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-16,"2D","13:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-16,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-16,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-16,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-16,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-16,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-16,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-16,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-16,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-16,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-16,"2D","21:50","2D","Español","Las Tipas"
"Presencia",2025-03-16,"2D SUB","21:40","2D","Subtitulado","Las Tipas"
"El señor de los anillos: La comunidad del ani",2025-03-16,"2D","21:00","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-16,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-16,"2D","22:20","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-16,"3D","14:00","3D","Español","Las Tipas"
"Bridget Jones: Loca por él",2025-03-16,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-16,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-16,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-16,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-16,"4D","21:00","4D","Español","Las Tipas"
"Mickey 17",2025-03-16,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-16,"2D SUB","22:00","2D","Subtitulado","Las Tipas"
"Dog Man",2025-03-16,"2D","13:10","2D","Español","Las Tipas"
"Dog Man",2025-03-16,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-16,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-16,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-16,"2D","14:10","2D","Español","Las Tipas"
"SONIC 3",2025-03-16,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-16,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-18,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-18,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-18,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-18,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-18,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-18,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-18,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-18,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-18,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-18,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-18,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-18,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-18,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-18,"2D SUB","21:50","2D","Subtitulado","Las Tipas"
"Presencia",2025-03-18,"2D","21:40","2D","Español","Las Tipas"
"El señor de los anillos: El retorno del rey",2025-03-18,"2D SUB","21:00","2D","Subtitulado","Las Tipas"
"Novocaine sin dolor",2025-03-18,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-18,"2D SUB","22:20","2D","Subtitulado","Las Tipas"
"Bridget Jones: Loca por él",2025-03-18,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-18,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-18,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-18,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-18,"4D SUB","21:00","4D","Subtitulado","Las Tipas"
"Mickey 17",2025-03-18,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-18,"2D","22:00","2D","Español","Las Tipas"
"Dog Man",2025-03-18,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-18,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-18,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-18,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-18,"4D","19:10","4D","Español","Las Tipas"
"Moana 2",2025-03-19,"4D","14:40","4D","Español","Las Tipas"
"Moana 2",2025-03-19,"4D","16:50","4D","Español","Las Tipas"
"Moana 2",2025-03-19,"3D","19:40","3D","Español","Las Tipas"
"THE LAST ATTACK",2025-03-19,"2D SUB","16:40","2D","Subtitulado","Las Tipas"
"Los Pérez-osos",2025-03-19,"2D","15:30","2D","Español","Las Tipas"
"Los Pérez-osos",2025-03-19,"2D","17:30","2D","Español","Las Tipas"
"flow",2025-03-19,"2D","15:00","2D","Español","Las Tipas"
"flow",2025-03-19,"2D","16:40","2D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-19,"4D","13:30","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-19,"4D","16:00","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-19,"4D","18:40","4D","Español","Las Tipas"
"Mufasa: El Rey León",2025-03-19,"4D","21:20","4D","Español","Las Tipas"
"Interestelar",2025-03-19,"4D","21:30","4D","Español","Las Tipas"
"Peter Pan Pesadilla en la tierra de Nunca Jam",2025-03-19,"2D","21:50","2D","Español","Las Tipas"
"Presencia",2025-03-19,"2D SUB","21:40","2D","Subtitulado","Las Tipas"
"El señor de los anillos: El retorno del rey",2025-03-19,"2D","21:00","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-19,"2D","19:30","2D","Español","Las Tipas"
"Novocaine sin dolor",2025-03-19,"2D","22:20","2D","Español","Las Tipas"
"Bridget Jones: Loca por él",2025-03-19,"2D","18:30","2D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-19,"4D","13:00","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-19,"4D","15:40","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-19,"4D","18:20","4D","Español","Las Tipas"
"Capitán América: Un Nuevo Mundo",2025-03-19,"4D","21:00","4D","Español","Las Tipas"
"Mickey 17",2025-03-19,"2D","19:00","2D","Español","Las Tipas"
"Mickey 17",2025-03-19,"2D","22:00","2D","Español","Las Tipas"
"Dog Man",2025-03-19,"2D","15:10","2D","Español","Las Tipas"
"Dog Man",2025-03-19,"2D","17:10","2D","Español","Las Tipas"
"Dog Man",2025-03-19,"2D","19:20","2D","Español","Las Tipas"
"SONIC 3",2025-03-19,"2D","16:30","2D","Español","Las Tipas"
"SONIC 3",2025-03-19,"4D","19:10","4D","Español","Las Tipas"
