Fecha,Horario,FormatoImagen,FormatoIdioma,Cine,Nombre
2025-04-26,16:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-26,17:10,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-26,18:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-26,15:00,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-26,17:20,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-26,19:40,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-26,22:10,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-26,14:30,2D,Castellano,Las Tipas,EL REY DE REYES
2025-04-26,14:00,3D,Castellano,Las Tipas,MINECRAFT
2025-04-26,16:20,3D,Castellano,Las Tipas,MINECRAFT
2025-04-26,18:40,3D,Castellano,Las Tipas,MINECRAFT
2025-04-26,12:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-26,13:30,4D,Castellano,Las Tipas,MINECRAFT
2025-04-26,14:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-26,22:45,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-26,16:30,2D,Castellano,Las Tipas,The Chosen: La última cena
2025-04-26,19:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-26,22:20,2D,Castellano,Cinépolis,MINECRAFT
2025-04-26,21:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,22:15,2D,Castellano,Showcase,PECADORES
2025-04-26,17:40,2D,Castellano,Showcase,MINECRAFT
2025-04-26,19:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-26,16:40,2D,Castellano,Showcase,BLANCANIEVES
2025-04-26,14:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-26,12:00,2D,Castellano,Showcase,BLANCANIEVES
2025-04-26,19:55,2D,Subtitulado,Showcase,DROP AMENAZA ANONIMA
2025-04-26,14:05,2D,Castellano,Showcase,EL REY DE REYES
2025-04-26,12:00,2D,Castellano,Showcase,EL REY DE REYES
2025-04-26,17:35,2D,Castellano,Showcase,DROP AMENAZA ANONIMA
2025-04-26,19:00,2D,Castellano,Showcase,MINECRAFT
2025-04-26,19:05,2D,Subtitulado,Showcase,PECADORES
2025-04-26,19:40,2D,Castellano,Showcase,MINECRAFT
2025-04-26,12:10,2D,Castellano,Showcase,Looney Tunes
2025-04-26,14:20,2D,Castellano,Showcase,Looney Tunes
2025-04-26,19:20,3D,Castellano,Showcase,MINECRAFT
2025-04-26,17:00,3D,Castellano,Showcase,MINECRAFT
2025-04-26,14:40,3D,Castellano,Showcase,MINECRAFT
2025-04-26,12:20,3D,Castellano,Showcase,MINECRAFT
2025-04-26,20:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,22:00,2D,Castellano,Showcase,MINECRAFT
2025-04-26,22:25,2D,Subtitulado,Showcase,El Amateur: Operación Venganza
2025-04-26,14:05,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-26,16:45,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-26,21:40,3D,Castellano,Showcase,MINECRAFT
2025-04-26,21:50,2D,Castellano,Showcase,BLANCANIEVES
2025-04-26,17:20,2D,Castellano,Showcase,MINECRAFT
2025-04-26,15:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,15:00,2D,Castellano,Showcase,MINECRAFT
2025-04-26,12:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,22:10,2D,Subtitulado,Showcase,Puente en llamas
2025-04-26,12:00,2D,Castellano,Showcase,Puente en llamas
2025-04-26,15:15,2D,Castellano,Showcase,Puente en llamas
2025-04-26,16:35,2D,Castellano,Showcase,Puente en llamas
2025-04-26,22:05,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,22:35,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,16:20,2D,Castellano,Showcase,MINECRAFT
2025-04-26,14:00,2D,Castellano,Showcase,MINECRAFT
2025-04-26,15:20,2D,Castellano,Showcase,MINECRAFT
2025-04-26,13:00,2D,Castellano,Showcase,MINECRAFT
2025-04-26,15:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,17:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,19:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-26,12:40,2D,Castellano,Showcase,MINECRAFT
2025-04-26,22:20,2D,Subtitulado,Showcase,MINECRAFT
2025-04-26,20:00,2D,Subtitulado,Showcase,MINECRAFT
2025-04-26,17:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,17:10,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-27,21:00,2D,Castellano,Las Tipas,Cónclave
2025-04-27,22:15,2D,Castellano,Cinépolis,PECADORES
2025-04-27,19:20,2D,Castellano,Cinépolis,PECADORES
2025-04-27,16:30,2D,Castellano,Cinépolis,PECADORES
2025-04-27,22:25,2D,Subtitulado,Showcase,El Amateur: Operación Venganza
2025-04-27,20:30,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-27,14:05,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-27,21:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,12:40,2D,Castellano,Showcase,MINECRAFT
2025-04-27,20:00,2D,Subtitulado,Showcase,MINECRAFT
2025-04-27,22:05,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,22:35,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,17:20,2D,Castellano,Showcase,MINECRAFT
2025-04-27,19:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,15:20,2D,Castellano,Showcase,MINECRAFT
2025-04-27,15:00,2D,Castellano,Showcase,MINECRAFT
2025-04-27,14:00,2D,Castellano,Showcase,MINECRAFT
2025-04-27,13:00,2D,Castellano,Showcase,MINECRAFT
2025-04-27,22:45,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-27,17:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,19:10,2D,Castellano,Las Tipas,Puente en llamas
2025-04-27,15:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,19:05,2D,Subtitulado,Showcase,PECADORES
2025-04-27,22:15,2D,Castellano,Showcase,PECADORES
2025-04-27,14:40,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,12:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,20:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,22:20,2D,Subtitulado,Showcase,MINECRAFT
2025-04-27,16:35,2D,Castellano,Showcase,MAZEL TOV
2025-04-27,21:30,2D,Subtitulado,Las Tipas,Puente en llamas
2025-04-27,12:00,2D,Castellano,Showcase,BLANCANIEVES
2025-04-27,22:00,4D,Subtitulado,Las Tipas,PECADORES
2025-04-27,15:00,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-27,17:20,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-27,19:40,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-27,22:10,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-27,14:30,2D,Castellano,Las Tipas,EL REY DE REYES
2025-04-27,14:00,3D,Castellano,Las Tipas,MINECRAFT
2025-04-27,16:20,3D,Castellano,Las Tipas,MINECRAFT
2025-04-27,12:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,13:30,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,14:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,15:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,16:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,18:00,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,20:20,4D,Castellano,Las Tipas,MINECRAFT
2025-04-27,14:50,2D,Castellano,Cinépolis,Cónclave
2025-04-27,15:30,2D,Subtitulado,Cinépolis,Pink Floyd at Pompeii – MCMLXXII
2025-04-27,19:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-27,22:30,2D,Castellano,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-27,16:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-27,14:20,2D,Castellano,Cinépolis,Looney Tunes
2025-04-27,22:00,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-27,19:45,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-27,17:30,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-27,16:30,2D,Castellano,Las Tipas,The Chosen: La última cena
2025-04-27,19:30,4D,Castellano,Las Tipas,Until dawn: noche de terror
2025-04-27,18:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-27,14:05,2D,Castellano,Showcase,EL REY DE REYES
2025-04-27,19:00,2D,Subtitulado,Las Tipas,Pink Floyd at Pompeii – MCMLXXII
2025-04-27,21:50,2D,Subtitulado,Las Tipas,Until dawn: noche de terror
2025-04-27,22:50,2D,Castellano,Cinépolis,Puente en llamas
2025-04-27,18:15,2D,Castellano,Cinépolis,Puente en llamas
2025-04-27,16:45,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-27,16:50,2D,Castellano,Las Tipas,PECADORES
2025-04-27,19:20,2D,Castellano,Las Tipas,PECADORES
2025-04-27,18:50,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-27,21:40,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-27,14:45,2D,Castellano,Cinépolis,EL REY DE REYES
2025-04-27,14:20,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-27,20:50,2D,Subtitulado,Las Tipas,DROP AMENAZA ANONIMA
2025-04-27,22:20,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,21:30,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,20:00,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,19:10,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,17:40,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,16:50,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,15:20,2D,Castellano,Cinépolis,MINECRAFT
2025-04-27,14:30,3D,Castellano,Cinépolis,MINECRAFT
2025-04-27,19:30,3D,Castellano,Cinépolis,MINECRAFT
2025-04-27,14:00,3D,Castellano,Cinépolis,MINECRAFT
2025-04-27,12:00,2D,Castellano,Showcase,EL REY DE REYES
2025-04-27,16:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-27,17:00,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-27,16:20,2D,Castellano,Showcase,MINECRAFT
2025-04-27,19:00,2D,Castellano,Showcase,MINECRAFT
2025-04-27,17:55,2D,Castellano,Monumental,MINECRAFT
2025-04-27,18:45,2D,Castellano,Monumental,MINECRAFT
2025-04-27,20:00,2D,Castellano,Monumental,MINECRAFT
2025-04-27,21:05,2D,Castellano,Monumental,MINECRAFT
2025-04-27,19:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-27,16:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-27,14:25,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-27,12:05,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-27,22:15,2D,Subtitulado,Showcase,Until dawn: noche de terror
2025-04-27,22:10,2D,Subtitulado,Showcase,Puente en llamas
2025-04-27,17:00,2D,Subtitulado,Showcase,Pink Floyd at Pompeii – MCMLXXII
2025-04-27,12:00,2D,Castellano,Showcase,Puente en llamas
2025-04-27,19:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-27,15:15,2D,Castellano,Showcase,Puente en llamas
2025-04-27,16:45,2D,Castellano,Monumental,MINECRAFT
2025-04-27,22:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-27,16:30,2D,Castellano,Showcase,La venganza de los Sith 20 Aniversario
2025-04-27,17:40,2D,Castellano,Showcase,MINECRAFT
2025-04-27,22:10,2D,Castellano,Showcase,PECADORES
2025-04-27,19:10,2D,Castellano,Showcase,PECADORES
2025-04-27,16:10,2D,Castellano,Showcase,PECADORES
2025-04-27,22:40,2D,Subtitulado,Showcase,PECADORES
2025-04-27,14:20,2D,Castellano,Showcase,Looney Tunes
2025-04-27,12:10,2D,Castellano,Showcase,Looney Tunes
2025-04-27,19:45,2D,Subtitulado,Showcase,PECADORES
2025-04-27,16:50,2D,Subtitulado,Showcase,PECADORES
2025-04-27,14:00,2D,Subtitulado,Showcase,PECADORES
2025-04-27,17:35,2D,Castellano,Showcase,DROP AMENAZA ANONIMA
2025-04-27,19:35,2D,Subtitulado,Showcase,Cónclave
2025-04-27,19:55,2D,Subtitulado,Showcase,DROP AMENAZA ANONIMA
2025-04-27,12:30,2D,Castellano,Showcase,Flow
2025-04-27,16:00,2D,Castellano,Monumental,MINECRAFT
2025-04-27,14:30,2D,Castellano,Showcase,Flow
2025-04-27,14:50,2D,Castellano,Monumental,MINECRAFT
2025-04-27,21:20,2D,Subtitulado,Monumental,La venganza de los Sith 20 Aniversario
2025-04-27,21:10,2D,Castellano,Monumental,PECADORES
2025-04-27,14:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-27,16:40,2D,Castellano,Showcase,BLANCANIEVES
2025-04-27,18:55,2D,Castellano,Monumental,PECADORES
2025-04-27,16:30,2D,Castellano,Monumental,ROBOT SALVAJE
2025-04-27,21:40,3D,Castellano,Showcase,MINECRAFT
2025-04-27,19:20,3D,Castellano,Showcase,MINECRAFT
2025-04-27,21:25,2D,Castellano,Monumental,Puente en llamas
2025-04-27,17:00,3D,Castellano,Showcase,MINECRAFT
2025-04-27,12:20,3D,Castellano,Showcase,MINECRAFT
2025-04-27,22:15,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-27,17:00,2D,Castellano,Monumental,BLANCANIEVES
2025-04-27,19:15,2D,Castellano,Monumental,MAZEL TOV
2025-04-27,19:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-27,21:50,2D,Castellano,Showcase,BLANCANIEVES
2025-04-27,22:00,2D,Castellano,Showcase,MINECRAFT
2025-04-27,19:40,2D,Castellano,Showcase,MINECRAFT
2025-04-27,14:40,3D,Castellano,Showcase,MINECRAFT
2025-04-27,19:00,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-28,22:00,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-28,19:10,2D,Castellano,Showcase,PECADORES
2025-04-28,22:10,2D,Castellano,Showcase,PECADORES
2025-04-28,22:10,2D,Subtitulado,Showcase,Puente en llamas
2025-04-28,16:10,2D,Castellano,Showcase,PECADORES
2025-04-28,22:40,2D,Subtitulado,Showcase,PECADORES
2025-04-28,14:00,2D,Subtitulado,Showcase,PECADORES
2025-04-28,16:50,2D,Subtitulado,Showcase,PECADORES
2025-04-28,19:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-28,19:40,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-28,22:10,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-28,14:30,2D,Castellano,Las Tipas,EL REY DE REYES
2025-04-28,14:00,3D,Castellano,Las Tipas,MINECRAFT
2025-04-28,16:20,3D,Castellano,Las Tipas,MINECRAFT
2025-04-28,18:40,3D,Castellano,Las Tipas,MINECRAFT
2025-04-28,14:05,2D,Castellano,Showcase,EL REY DE REYES
2025-04-28,15:15,2D,Castellano,Showcase,Puente en llamas
2025-04-28,19:45,2D,Subtitulado,Showcase,PECADORES
2025-04-28,16:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-28,19:30,4D,Castellano,Las Tipas,Until dawn: noche de terror
2025-04-28,21:00,2D,Castellano,Las Tipas,Cónclave
2025-04-28,19:45,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-28,17:20,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-28,15:00,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-28,14:25,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-28,22:15,2D,Subtitulado,Showcase,Until dawn: noche de terror
2025-04-28,16:30,2D,Castellano,Las Tipas,The Chosen: La última cena
2025-04-28,18:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-28,16:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-28,20:50,2D,Subtitulado,Las Tipas,DROP AMENAZA ANONIMA
2025-04-28,17:00,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-28,20:20,4D,Castellano,Las Tipas,MINECRAFT
2025-04-28,18:00,4D,Castellano,Las Tipas,MINECRAFT
2025-04-28,14:20,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-28,21:40,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-28,16:35,2D,Castellano,Showcase,Puente en llamas
2025-04-28,19:20,2D,Castellano,Las Tipas,PECADORES
2025-04-28,19:30,2D,Castellano,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-28,22:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-28,17:30,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-28,16:50,2D,Castellano,Las Tipas,PECADORES
2025-04-28,14:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-28,16:40,2D,Castellano,Showcase,BLANCANIEVES
2025-04-28,19:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-28,21:50,2D,Subtitulado,Las Tipas,Until dawn: noche de terror
2025-04-28,22:00,4D,Subtitulado,Las Tipas,PECADORES
2025-04-28,21:30,2D,Subtitulado,Las Tipas,Puente en llamas
2025-04-28,19:10,2D,Castellano,Las Tipas,Puente en llamas
2025-04-28,21:50,2D,Castellano,Showcase,BLANCANIEVES
2025-04-28,18:50,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-28,17:40,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,13:30,4D,Castellano,Las Tipas,MINECRAFT
2025-04-28,16:30,2D,Castellano,Monumental,ROBOT SALVAJE
2025-04-28,18:55,2D,Castellano,Monumental,PECADORES
2025-04-28,21:10,2D,Castellano,Monumental,PECADORES
2025-04-28,21:20,2D,Subtitulado,Monumental,La venganza de los Sith 20 Aniversario
2025-04-28,21:25,2D,Castellano,Monumental,Puente en llamas
2025-04-28,19:00,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-28,17:10,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-28,22:15,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-28,22:15,2D,Subtitulado,Cinépolis,PECADORES
2025-04-28,16:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-28,16:30,2D,Castellano,Cinépolis,PECADORES
2025-04-28,19:15,2D,Castellano,Monumental,MAZEL TOV
2025-04-28,14:50,2D,Castellano,Monumental,MINECRAFT
2025-04-28,16:00,2D,Castellano,Monumental,MINECRAFT
2025-04-28,17:00,2D,Castellano,Monumental,BLANCANIEVES
2025-04-28,16:45,2D,Castellano,Monumental,MINECRAFT
2025-04-28,20:30,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-28,22:15,2D,Castellano,Showcase,PECADORES
2025-04-28,20:00,2D,Subtitulado,Showcase,MINECRAFT
2025-04-28,22:20,2D,Subtitulado,Showcase,MINECRAFT
2025-04-28,14:00,2D,Castellano,Showcase,MINECRAFT
2025-04-28,15:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,15:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,17:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,22:45,2D,Subtitulado,Cinépolis,Until dawn: noche de terror
2025-04-28,17:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,20:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,21:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,22:05,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,22:35,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,15:00,2D,Castellano,Showcase,MINECRAFT
2025-04-28,19:05,2D,Subtitulado,Showcase,PECADORES
2025-04-28,19:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-28,14:30,2D,Castellano,Showcase,Flow
2025-04-28,15:20,2D,Castellano,Showcase,MINECRAFT
2025-04-28,20:00,2D,Castellano,Monumental,MINECRAFT
2025-04-28,19:45,3D,Castellano,Cinépolis,MINECRAFT
2025-04-28,17:15,3D,Castellano,Cinépolis,MINECRAFT
2025-04-28,22:20,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,21:30,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,20:00,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,19:10,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,19:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-28,16:50,2D,Castellano,Cinépolis,MINECRAFT
2025-04-28,16:30,2D,Castellano,Showcase,La venganza de los Sith 20 Aniversario
2025-04-28,15:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-28,21:40,3D,Castellano,Showcase,MINECRAFT
2025-04-28,17:35,2D,Castellano,Showcase,DROP AMENAZA ANONIMA
2025-04-28,19:55,2D,Subtitulado,Showcase,DROP AMENAZA ANONIMA
2025-04-28,19:35,2D,Subtitulado,Showcase,Cónclave
2025-04-28,22:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-28,18:45,2D,Castellano,Monumental,MINECRAFT
2025-04-28,16:45,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-28,14:05,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-28,21:05,2D,Castellano,Monumental,MINECRAFT
2025-04-28,16:20,2D,Castellano,Showcase,MINECRAFT
2025-04-28,17:20,2D,Castellano,Showcase,MINECRAFT
2025-04-28,17:40,2D,Castellano,Showcase,MINECRAFT
2025-04-28,22:50,2D,Subtitulado,Cinépolis,Puente en llamas
2025-04-28,18:15,2D,Castellano,Cinépolis,Puente en llamas
2025-04-28,16:00,2D,Castellano,Cinépolis,BLANCANIEVES
2025-04-28,19:00,2D,Castellano,Showcase,MINECRAFT
2025-04-28,22:00,2D,Castellano,Showcase,MINECRAFT
2025-04-28,22:25,2D,Subtitulado,Showcase,El Amateur: Operación Venganza
2025-04-28,14:40,3D,Castellano,Showcase,MINECRAFT
2025-04-28,17:00,3D,Castellano,Showcase,MINECRAFT
2025-04-28,19:20,3D,Castellano,Showcase,MINECRAFT
2025-04-28,14:20,2D,Castellano,Showcase,Looney Tunes
2025-04-28,19:40,2D,Castellano,Showcase,MINECRAFT
2025-04-28,17:55,2D,Castellano,Monumental,MINECRAFT
2025-04-28,19:20,2D,Castellano,Cinépolis,PECADORES
2025-04-28,14:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,20:30,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-29,22:45,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-29,16:30,2D,Castellano,Monumental,ROBOT SALVAJE
2025-04-29,18:55,2D,Castellano,Monumental,PECADORES
2025-04-29,21:10,2D,Castellano,Monumental,PECADORES
2025-04-29,21:20,2D,Subtitulado,Monumental,La venganza de los Sith 20 Aniversario
2025-04-29,21:25,2D,Castellano,Monumental,Puente en llamas
2025-04-29,19:00,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-29,22:15,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-29,17:00,2D,Castellano,Monumental,BLANCANIEVES
2025-04-29,17:10,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-29,19:15,2D,Castellano,Monumental,MAZEL TOV
2025-04-29,16:00,2D,Castellano,Monumental,MINECRAFT
2025-04-29,16:45,2D,Castellano,Monumental,MINECRAFT
2025-04-29,17:55,2D,Castellano,Monumental,MINECRAFT
2025-04-29,18:45,2D,Castellano,Monumental,MINECRAFT
2025-04-29,20:00,2D,Castellano,Monumental,MINECRAFT
2025-04-29,21:05,2D,Castellano,Monumental,MINECRAFT
2025-04-29,19:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-29,22:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-29,16:30,2D,Castellano,Showcase,La venganza de los Sith 20 Aniversario
2025-04-29,20:50,2D,Subtitulado,Las Tipas,DROP AMENAZA ANONIMA
2025-04-29,14:50,2D,Castellano,Monumental,MINECRAFT
2025-04-29,22:15,2D,Castellano,Cinépolis,PECADORES
2025-04-29,19:20,2D,Castellano,Cinépolis,PECADORES
2025-04-29,16:30,2D,Castellano,Cinépolis,PECADORES
2025-04-29,21:40,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-29,18:50,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-29,19:20,2D,Castellano,Las Tipas,PECADORES
2025-04-29,16:50,2D,Castellano,Las Tipas,PECADORES
2025-04-29,21:50,2D,Subtitulado,Las Tipas,Until dawn: noche de terror
2025-04-29,22:00,4D,Subtitulado,Las Tipas,PECADORES
2025-04-29,19:30,4D,Castellano,Las Tipas,Until dawn: noche de terror
2025-04-29,21:30,2D,Subtitulado,Las Tipas,Puente en llamas
2025-04-29,19:10,2D,Castellano,Las Tipas,Puente en llamas
2025-04-29,21:00,2D,Castellano,Las Tipas,Cónclave
2025-04-29,19:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-29,22:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-29,16:50,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,17:40,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,19:10,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,20:00,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,21:30,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,22:20,2D,Castellano,Cinépolis,MINECRAFT
2025-04-29,17:15,3D,Castellano,Cinépolis,MINECRAFT
2025-04-29,19:45,3D,Castellano,Cinépolis,MINECRAFT
2025-04-29,16:00,2D,Castellano,Cinépolis,BLANCANIEVES
2025-04-29,18:15,2D,Castellano,Cinépolis,Puente en llamas
2025-04-29,22:50,2D,Castellano,Cinépolis,Puente en llamas
2025-04-29,14:00,2D,Subtitulado,Showcase,PECADORES
2025-04-29,14:20,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-29,16:50,2D,Subtitulado,Showcase,PECADORES
2025-04-29,22:40,2D,Subtitulado,Showcase,PECADORES
2025-04-29,14:05,2D,Castellano,Showcase,EL REY DE REYES
2025-04-29,20:00,2D,Subtitulado,Showcase,MINECRAFT
2025-04-29,22:20,2D,Subtitulado,Showcase,MINECRAFT
2025-04-29,14:00,2D,Castellano,Showcase,MINECRAFT
2025-04-29,15:00,2D,Castellano,Showcase,MINECRAFT
2025-04-29,15:20,2D,Castellano,Showcase,MINECRAFT
2025-04-29,16:20,2D,Castellano,Showcase,MINECRAFT
2025-04-29,17:20,2D,Castellano,Showcase,MINECRAFT
2025-04-29,17:40,2D,Castellano,Showcase,MINECRAFT
2025-04-29,19:00,2D,Castellano,Showcase,MINECRAFT
2025-04-29,16:45,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-29,19:40,2D,Castellano,Showcase,MINECRAFT
2025-04-29,14:40,3D,Castellano,Showcase,MINECRAFT
2025-04-29,17:00,3D,Castellano,Showcase,MINECRAFT
2025-04-29,19:20,3D,Castellano,Showcase,MINECRAFT
2025-04-29,21:40,3D,Castellano,Showcase,MINECRAFT
2025-04-29,14:15,2D,Castellano,Showcase,BLANCANIEVES
2025-04-29,16:40,2D,Castellano,Showcase,BLANCANIEVES
2025-04-29,19:15,2D,Castellano,Showcase,BLANCANIEVES
