Fecha,Horario,FormatoImagen,FormatoIdioma,Cine,Nombre
2025-04-29,21:50,2D,Castellano,Showcase,BLANCANIEVES
2025-04-29,14:30,2D,Castellano,Showcase,Flow
2025-04-29,19:35,2D,Subtitulado,Showcase,Cónclave
2025-04-29,22:00,2D,Castellano,Showcase,MINECRAFT
2025-04-29,14:05,2D,Castellano,Showcase,El Amateur: Operación Venganza
2025-04-29,22:25,2D,Subtitulado,Showcase,El Amateur: Operación Venganza
2025-04-29,22:15,2D,Castellano,Showcase,PECADORES
2025-04-29,16:10,2D,Castellano,Showcase,PECADORES
2025-04-29,19:10,2D,Castellano,Showcase,PECADORES
2025-04-29,22:10,2D,Castellano,Showcase,PECADORES
2025-04-29,22:15,2D,Subtitulado,Showcase,Until dawn: noche de terror
2025-04-29,14:25,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-29,16:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-29,19:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-29,22:10,2D,Subtitulado,Showcase,Puente en llamas
2025-04-29,15:15,2D,Castellano,Showcase,Puente en llamas
2025-04-29,16:35,2D,Castellano,Showcase,Puente en llamas
2025-04-29,19:55,2D,Subtitulado,Showcase,DROP AMENAZA ANONIMA
2025-04-29,17:35,2D,Castellano,Showcase,DROP AMENAZA ANONIMA
2025-04-29,14:20,2D,Castellano,Showcase,Looney Tunes
2025-04-29,15:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,15:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,17:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,17:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,19:50,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,20:10,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,21:30,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,22:05,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,22:35,2D,Castellano,Showcase,MAZEL TOV
2025-04-29,19:05,2D,Subtitulado,Showcase,PECADORES
2025-04-29,19:45,2D,Subtitulado,Showcase,PECADORES
2025-04-29,17:00,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-29,16:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-29,16:30,2D,Castellano,Las Tipas,The Chosen: La última cena
2025-04-29,18:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-29,15:00,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-29,22:00,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-29,19:45,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-29,17:30,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-29,14:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,13:30,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,18:40,3D,Castellano,Las Tipas,MINECRAFT
2025-04-29,14:00,3D,Castellano,Las Tipas,MINECRAFT
2025-04-29,15:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,14:30,2D,Castellano,Las Tipas,EL REY DE REYES
2025-04-29,16:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,16:20,3D,Castellano,Las Tipas,MINECRAFT
2025-04-29,22:10,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-29,17:20,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-29,19:40,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-29,18:00,4D,Castellano,Las Tipas,MINECRAFT
2025-04-29,20:20,4D,Castellano,Las Tipas,MINECRAFT
2025-04-30,19:25,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,18:45,2D,Castellano,Monumental,MINECRAFT
2025-04-30,21:05,2D,Castellano,Monumental,MINECRAFT
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,18:10,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:30,2D,Castellano,Monumental,ROBOT SALVAJE
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,18:55,2D,Castellano,Monumental,PECADORES
2025-04-30,21:25,2D,Castellano,Monumental,Puente en llamas
2025-04-30,22:45,2D,Castellano,Cinépolis,Until dawn: noche de terror
2025-04-30,22:15,2D,Castellano,Monumental,Until dawn: noche de terror
2025-04-30,17:55,2D,Castellano,Monumental,MINECRAFT
2025-04-30,21:55,2D,Subtitulado,Showcase,Until dawn: noche de terror
2025-04-30,14:25,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-30,16:55,2D,Castellano,Showcase,Until dawn: noche de terror
2025-04-30,21:20,2D,Subtitulado,Monumental,La venganza de los Sith 20 Aniversario
2025-04-30,20:00,2D,Castellano,Monumental,MINECRAFT
2025-04-30,22:15,2D,Castellano,Cinépolis,PECADORES
2025-04-30,16:50,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:20,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,16:50,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,18:10,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,19:10,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,17:30,2D,Castellano,Cinépolis,Puente en llamas
2025-04-30,19:40,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,22:45,2D,Subtitulado,Cinépolis,Thunderbolts*
2025-04-30,17:00,3D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,22:30,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,22:00,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,14:00,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:30,2D,Castellano,Showcase,La venganza de los Sith 20 Aniversario
2025-04-30,22:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-30,19:30,2D,Subtitulado,Showcase,La venganza de los Sith 20 Aniversario
2025-04-30,15:20,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:20,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:50,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,15:50,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,22:30,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,19:40,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,15:15,2D,Castellano,Showcase,Puente en llamas
2025-04-30,22:25,2D,Subtitulado,Showcase,Puente en llamas
2025-04-30,19:20,2D,Castellano,Cinépolis,PECADORES
2025-04-30,19:45,3D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,14:00,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:00,2D,Castellano,Monumental,MINECRAFT
2025-04-30,14:30,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,22:40,2D,Subtitulado,Showcase,PECADORES
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,18:50,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-30,21:40,4D,Subtitulado,Las Tipas,La venganza de los Sith 20 Aniversario
2025-04-30,14:20,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-30,17:00,4D,Castellano,Las Tipas,BLANCANIEVES
2025-04-30,20:50,2D,Subtitulado,Las Tipas,DROP AMENAZA ANONIMA
2025-04-30,16:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-30,18:30,2D,Castellano,Las Tipas,Looney Tunes
2025-04-30,14:00,2D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,16:30,2D,Castellano,Las Tipas,The Chosen: La última cena
2025-04-30,17:20,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-30,19:40,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-30,22:10,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-30,14:30,2D,Castellano,Las Tipas,EL REY DE REYES
2025-04-30,13:30,4D,Castellano,Las Tipas,MINECRAFT
2025-04-30,15:40,4D,Castellano,Las Tipas,MINECRAFT
2025-04-30,18:00,4D,Castellano,Las Tipas,MINECRAFT
2025-04-30,20:20,4D,Castellano,Las Tipas,MINECRAFT
2025-04-30,16:10,4D,Castellano,Las Tipas,Thunderbolts*
2025-04-30,15:00,3D,Castellano,Las Tipas,Thunderbolts*
2025-04-30,17:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-04-30,15:00,2D,Castellano,Las Tipas,MAZEL TOV
2025-04-30,14:50,2D,Castellano,Monumental,MINECRAFT
2025-04-30,16:50,2D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,22:30,2D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,19:55,2D,Subtitulado,Showcase,PECADORES
2025-04-30,16:45,2D,Subtitulado,Showcase,PECADORES
2025-04-30,14:00,2D,Subtitulado,Showcase,PECADORES
2025-04-30,19:15,2D,Castellano,Monumental,MAZEL TOV
2025-04-30,15:20,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,17:00,2D,Castellano,Monumental,BLANCANIEVES
2025-04-30,22:00,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,22:30,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,19:40,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,19:10,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,18:10,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,19:40,2D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,16:50,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,15:20,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,14:00,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,13:30,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,21:30,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,21:00,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,18:40,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,15:50,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,16:20,,Castellano,Cinemark Hoyts,Until dawn: noche de terror
2025-04-30,14:00,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,14:20,2D,Castellano,Showcase,Looney Tunes
2025-04-30,16:20,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,16:50,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,18:10,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,19:50,2D,Subtitulado,Showcase,Cónclave
2025-04-30,22:30,2D,Subtitulado,Cinépolis,La venganza de los Sith 20 Aniversario
2025-04-30,19:10,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,19:40,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,22:30,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,22:00,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,19:30,4D,Castellano,Las Tipas,Until dawn: noche de terror
2025-04-30,15:20,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,22:00,4D,Subtitulado,Las Tipas,PECADORES
2025-04-30,22:00,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-30,21:45,3D,Castellano,Showcase,Thunderbolts*
2025-04-30,19:00,3D,Castellano,Showcase,Thunderbolts*
2025-04-30,16:15,3D,Castellano,Showcase,Thunderbolts*
2025-04-30,14:00,3D,Castellano,Showcase,Thunderbolts*
2025-04-30,22:15,3D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,19:30,3D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,14:30,2D,Castellano,Showcase,Flow
2025-04-30,22:00,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,22:30,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,19:45,2D,Castellano,Cinépolis,MAZEL TOV
2025-04-30,14:00,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,13:30,,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,16:20,2D,Castellano,Monumental,Thunderbolts*
2025-04-30,19:00,2D,Castellano,Monumental,Thunderbolts*
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,14:00,2D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,16:50,2D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,19:40,2D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,22:30,2D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,15:50,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,14:05,2D,Castellano,Showcase,EL REY DE REYES
2025-04-30,19:10,2D,Castellano,Las Tipas,Puente en llamas
2025-04-30,21:30,2D,Subtitulado,Las Tipas,Puente en llamas
2025-04-30,16:50,2D,Castellano,Las Tipas,PECADORES
2025-04-30,19:20,2D,Castellano,Las Tipas,PECADORES
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,18:40,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,21:00,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,21:30,3D,Castellano,Cinemark Hoyts,Thunderbolts*
2025-04-30,19:40,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,19:10,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,21:50,2D,Subtitulado,Las Tipas,Until dawn: noche de terror
2025-04-30,16:00,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,13:30,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,17:20,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,14:00,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,16:00,2D,Castellano,Cinépolis,MINECRAFT
2025-04-30,17:00,2D,Castellano,Cinépolis,MINECRAFT
2025-04-30,18:15,2D,Castellano,Cinépolis,MINECRAFT
2025-04-30,20:30,2D,Castellano,Cinépolis,MINECRAFT
2025-04-30,16:50,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,19:40,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,22:30,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,14:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,15:50,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,20:00,3D,Subtitulado,Las Tipas,Thunderbolts*
2025-04-30,18:40,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,21:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,21:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,23:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,13:30,,Castellano,Cinemark Hoyts,MINECRAFT
2025-04-30,21:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,21:30,2D,Subtitulado,Cinépolis,Thunderbolts*
2025-04-30,21:35,2D,Subtitulado,Monumental,Thunderbolts*
2025-04-30,20:10,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,16:45,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,17:15,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,18:45,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,19:35,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,20:00,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,22:20,2D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,16:30,3D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,19:15,3D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,22:00,3D,Castellano,Cinépolis,Thunderbolts*
2025-04-30,16:45,3D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,21:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,22:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-04-30,19:45,2D,Castellano,Showcase,Thunderbolts*
2025-04-30,17:00,2D,Castellano,Showcase,Thunderbolts*
2025-04-30,14:15,2D,Castellano,Showcase,Thunderbolts*
2025-04-30,22:45,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,22:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,20:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,19:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,17:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,16:30,2D,Subtitulado,Showcase,Thunderbolts*
2025-04-30,18:40,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-04-30,22:30,2D,Castellano,Showcase,Thunderbolts*
2025-05-01,16:10,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,16:40,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,21:45,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,19:00,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,16:30,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,17:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,19:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,20:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,22:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,22:45,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,14:15,2D,Castellano,Showcase,Thunderbolts*
2025-05-01,14:30,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,17:00,2D,Castellano,Showcase,Thunderbolts*
2025-05-01,22:30,2D,Castellano,Showcase,Thunderbolts*
2025-05-01,19:30,3D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,22:15,3D,Subtitulado,Showcase,Thunderbolts*
2025-05-01,14:00,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,15:45,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,16:15,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,18:30,3D,Castellano,Showcase,Thunderbolts*
2025-05-01,19:45,2D,Castellano,Showcase,Thunderbolts*
2025-05-01,13:30,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,22:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,17:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,15:00,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,22:00,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,21:30,4D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-01,19:20,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-01,18:50,4D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-01,20:00,3D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-02,19:30,3D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,22:30,2D,Castellano,Showcase,Thunderbolts*
2025-05-02,19:45,2D,Castellano,Showcase,Thunderbolts*
2025-05-02,17:00,2D,Castellano,Showcase,Thunderbolts*
2025-05-02,14:15,2D,Castellano,Showcase,Thunderbolts*
2025-05-02,19:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,22:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,20:00,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,17:15,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,16:30,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,22:15,3D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,22:45,2D,Subtitulado,Showcase,Thunderbolts*
2025-05-02,14:00,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,15:45,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,16:15,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,20:10,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,17:20,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,14:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,22:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,20:00,3D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-02,17:30,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,15:00,3D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,22:00,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,21:30,4D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-02,19:20,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,18:50,4D,Subtitulado,Las Tipas,Thunderbolts*
2025-05-02,16:40,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,16:10,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,13:30,4D,Castellano,Las Tipas,Thunderbolts*
2025-05-02,14:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,23:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,14:00,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,16:50,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,19:40,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,22:00,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,19:10,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,18:10,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,16:50,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,16:20,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,15:20,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,14:00,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,17:20,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,23:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,21:00,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,20:10,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,18:40,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,17:20,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,15:50,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,14:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,22:30,2D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,21:30,3D,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,20:10,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,23:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,14:00,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,22:30,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,22:00,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,18:15,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,19:15,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,21:00,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,22:00,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,16:45,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,19:40,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,19:30,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,22:45,2D,Subtitulado,Cinépolis,Thunderbolts*
2025-05-02,17:00,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,19:45,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,22:30,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,21:45,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,19:00,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,18:30,3D,Castellano,Showcase,Thunderbolts*
2025-05-02,22:15,3D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,22:30,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,19:10,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,16:50,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,16:50,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,19:40,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,22:30,2D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,14:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,15:50,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,17:20,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,16:30,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,18:10,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,17:15,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,20:10,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,21:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,21:30,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,23:00,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,14:00,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,15:20,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,16:20,,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,18:40,3D,Castellano,Cinemark Hoyts,MINECRAFT
2025-05-02,20:00,2D,Castellano,Cinépolis,Thunderbolts*
2025-05-02,19:40,,Castellano,Cinemark Hoyts,Tierras perdidas
2025-05-02,14:30,2D,Subtitulado,Showcase,Thunderbolts*
